date_str,merchant,daily_unique_users
20251015,1757738096,558
20251015,1758629060,1
20251015,1758696175,1
20251015,1760338096,12
20251016,1698202251,999
20251016,1698202662,676
20251016,1698203058,7324
20251016,1713329090,5748
20251016,1716179958,16538
20251016,1718444707,84
20251016,1719571148,103
20251016,1723801345,514
20251016,1737978166,22317
20251016,1741762027,2465
20251016,1741932733,190
20251016,1742280059,1
20251016,1742289481,5
20251016,1747388774,37
20251016,1749463700,710
20251016,1749627491,2
20251016,1750413710,60
20251016,1750646521,1
20251016,1750647418,2
20251016,1750647705,1
20251016,1750648058,2
20251016,1750648292,1
20251016,1750649540,2
20251016,1750649868,1
20251016,1750650532,1
20251016,1750762420,227
20251016,1751255752,1
20251016,1751256462,1
20251016,1751256811,5
20251016,1751602642,3846
20251016,1751612625,3
20251016,1751613072,2
20251016,1751613252,2
20251016,1751613789,3
20251016,1751615057,1
20251016,1751615160,1
20251016,1751615402,1
20251016,1751615500,3
20251016,1751632483,1128
20251016,1752222840,4
20251016,1752566036,18
20251016,1752747448,62
20251016,1753174385,31
20251016,1753353246,38
20251016,1754281426,20
20251016,1754913084,5
20251016,1755246422,108
20251016,1755248023,1134
20251016,1755486340,1
20251016,1756280066,956
20251016,1756783981,163
20251016,1757302420,157
20251016,1757656822,1
20251016,1757656943,1
20251016,1757657097,2
20251016,1757738096,750
20251016,1758629060,2
20251016,1760338096,5
20251016,1760608379,2
20251016,1760608478,1
20251017,1698202251,1013
20251017,1698202662,713
20251017,1698203058,6916
20251017,1713329090,5346
20251017,1716179958,16841
20251017,1718444707,40
20251017,1719571148,94
20251017,1723801345,516
20251017,1735282015,1
20251017,1737978166,21994
20251017,1741762027,2412
20251017,1741932733,236
20251017,1742280059,1
20251017,1742289481,11
20251017,1747388774,46
20251017,1749463700,723
20251017,1749627491,2
20251017,1750413710,74
20251017,1750647418,2
20251017,1750649540,1
20251017,1750649720,1
20251017,1750649868,1
20251017,1750650532,1
20251017,1750762420,225
20251017,1751255752,1
20251017,1751256811,2
20251017,1751602642,3487
20251017,1751612625,1
20251017,1751613252,1
20251017,1751613789,4
20251017,1751615160,1
20251017,1751615402,2
20251017,1751615500,1
20251017,1751632483,1152
20251017,1752206048,7
20251017,1752222840,4
20251017,1752566036,30
20251017,1752747448,51
20251017,1753174385,33
20251017,1753353246,45
20251017,1754281426,25
20251017,1754913084,1
20251017,1755248023,1234
20251017,1755486340,1
20251017,1756280066,960
20251017,1756783981,123
20251017,1757302420,155
20251017,1757656943,1
20251017,1757657097,4
20251017,1757738096,505
20251017,1758528494,5
20251017,1760338096,22
20251018,1698202251,980
20251018,1698202662,693
20251018,1698203058,6730
20251018,1713329090,5356
20251018,1716179958,17073
20251018,1718444707,69
20251018,1719571148,78
20251018,1723801345,514
20251018,1735282015,1
20251018,1737978166,22607
20251018,1741762027,2549
20251018,1741932733,174
20251018,1742280059,5
20251018,1742289481,13
20251018,1747388774,37
20251018,1749463700,521
20251018,1749627491,1
20251018,1750413710,78
20251018,1750648580,2
20251018,1750649209,1
20251018,1750649540,1
20251018,1750649720,1
20251018,1750649868,1
20251018,1750762420,233
20251018,1751255752,1
20251018,1751256811,1
20251018,1751602642,3446
20251018,1751612625,2
20251018,1751613789,5
20251018,1751615284,1
20251018,1751615402,1
20251018,1751615500,1
20251018,1751632483,1027
20251018,1752206048,1
20251018,1752222840,5
20251018,1752566036,19
20251018,1752747448,46
20251018,1753174385,33
20251018,1753353246,42
20251018,1754281426,28
20251018,1755248023,1276
20251018,1756280066,907
20251018,1756783981,142
20251018,1757302420,156
20251018,1757656640,1
20251018,1757656822,1
20251018,1757738096,419
20251018,1760338096,19
20251019,1698202251,910
20251019,1698202662,615
20251019,1698203058,6461
20251019,1713329090,5175
20251019,1716179958,15954
20251019,1718444707,67
20251019,1719571148,95
20251019,1723801345,529
20251019,1735282015,1
20251019,1737978166,20763
20251019,1741762027,2543
20251019,1741932733,222
20251019,1742280059,4
20251019,1742289481,18
20251019,1747388774,49
20251019,1749463700,513
20251019,1749627491,2
20251019,1750413710,68
20251019,1750647002,1
20251019,1750649540,1
20251019,1750649868,3
20251019,1750762420,233
20251019,1751255752,1
20251019,1751256811,1
20251019,1751602642,3760
20251019,1751612625,1
20251019,1751613072,1
20251019,1751613252,2
20251019,1751613789,1
20251019,1751615057,1
20251019,1751615160,1
20251019,1751615284,2
20251019,1751615402,1
20251019,1751615500,2
20251019,1751632483,961
20251019,1752206048,1
20251019,1752222840,2
20251019,1752566036,19
20251019,1752747448,51
20251019,1753174385,37
20251019,1753353246,40
20251019,1754281426,19
20251019,1754913084,2
20251019,1755248023,1223
20251019,1755486340,3
20251019,1756280066,649
20251019,1756783981,251
20251019,1757302420,177
20251019,1757657097,1
20251019,1757738096,316
20251019,1758696175,1
20251019,1760338096,32
